Genre,Âge,Statut,Revenus,Fumeur?,Cigarettes par jour (week-end),Cigarettes par jour (semaine),Type
Femme,16,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,73,Veuf,"10,400 à 15,600",Non,0,0,
Homme,52,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,72,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,79,Marrié,"10,400 à 15,600",Non,0,0,
Femme,90,Veuf,"2,600 à 5,200",Non,0,0,
Homme,27,Célibataire,"20,800 à 28,600",Oui,30,10,Paquets
Homme,32,Divorcé,"Au-dessus 36,400",Non,0,0,
Femme,38,Divorcé,"5,200 à 10,400",Non,0,0,
Femme,21,Célibataire,"Sous 2,600",Non,0,0,
Homme,40,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,28,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,47,Marrié,"Au-dessus 36,400",Oui,40,40,Paquets
Femme,45,Marrié,"5,200 à 10,400",Non,0,0,
Femme,95,Veuf,"5,200 à 10,400",Non,0,0,
Homme,18,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,89,Veuf,,Non,0,0,
Femme,82,Veuf,"5,200 à 10,400",Non,0,0,
Homme,65,Marrié,"28,600 à 36,400",Non,0,0,
Femme,87,Veuf,"5,200 à 10,400",Non,0,0,
Homme,30,Célibataire,"20,800 à 28,600",Oui,4,1,Paquets
Femme,77,Veuf,"28,600 à 36,400",Non,0,0,
Femme,55,Divorcé,"Au-dessus 36,400",Non,0,0,
Femme,33,Marrié,"5,200 à 10,400",Non,0,0,
Femme,56,Marrié,"5,200 à 10,400",Non,0,0,
Femme,68,Divorcé,"2,600 à 5,200",Oui,15,10,Paquets
Femme,73,Marrié,"2,600 à 5,200",Non,0,0,
Femme,66,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,73,Marrié,"5,200 à 10,400",Non,0,0,
Homme,42,Marrié,"20,800 à 28,600",Oui,12,0,Paquets
Homme,41,Célibataire,,Non,0,0,
Femme,35,Marrié,"10,400 à 15,600",Non,0,0,
Femme,53,Marrié,"2,600 à 5,200",Non,0,0,
Femme,74,Divorcé,"5,200 à 10,400",Non,0,0,
Homme,46,Marrié,"10,400 à 15,600",Oui,25,25,Roulées à la main
Femme,22,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,27,Marrié,"15,600 à 20,800",Non,0,0,
Femme,71,Marrié,"5,200 à 10,400",Non,0,0,
Homme,78,Veuf,"5,200 à 10,400",Non,0,0,
Femme,38,Marrié,"5,200 à 10,400",Non,0,0,
Femme,31,Marrié,"10,400 à 15,600",Non,0,0,
Femme,54,Marrié,"2,600 à 5,200",Non,0,0,
Femme,31,Célibataire,"10,400 à 15,600",Non,0,0,
Homme,53,Marrié,"Au-dessus 36,400",Non,0,0,
Femme,36,Célibataire,"2,600 à 5,200",Oui,20,20,Les deux
Homme,41,Marrié,"15,600 à 20,800",Non,0,0,
Homme,78,Veuf,"5,200 à 10,400",Oui,15,12,Paquets
Femme,54,Divorcé,"2,600 à 5,200",Oui,10,10,Paquets
Femme,72,Divorcé,"2,600 à 5,200",Non,0,0,
Homme,28,Marrié,"20,800 à 28,600",Oui,20,20,Roulées à la main
Femme,41,Separated,"5,200 à 10,400",Oui,20,15,Les deux
Femme,78,Marrié,"Sous 2,600",Non,0,0,
Homme,71,Veuf,"5,200 à 10,400",Non,0,0,
Femme,57,Marrié,"5,200 à 10,400",Non,0,0,
Homme,31,Marrié,"15,600 à 20,800",Oui,1,5,Paquets
Femme,64,Veuf,"5,200 à 10,400",Non,0,0,
Homme,65,Marrié,"5,200 à 10,400",Non,0,0,
Homme,61,Marrié,"5,200 à 10,400",Non,0,0,
Homme,33,Marrié,"20,800 à 28,600",Non,0,0,
Femme,60,Marrié,,Oui,20,20,Paquets
Homme,40,Marrié,"15,600 à 20,800",Non,0,0,
Femme,68,Marrié,"5,200 à 10,400",Non,0,0,
Femme,36,Marrié,"15,600 à 20,800",Non,0,0,
Femme,35,Marrié,"Sous 2,600",Non,0,0,
Homme,22,Célibataire,"20,800 à 28,600",Oui,20,5,Paquets
Femme,43,Marrié,"2,600 à 5,200",Non,0,0,
Homme,84,Veuf,"5,200 à 10,400",Non,0,0,
Femme,24,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,68,Marrié,"5,200 à 10,400",Oui,25,12,Roulées à la main
Homme,35,Célibataire,"Sous 2,600",Oui,10,10,Paquets
Femme,51,Divorcé,,Oui,25,25,Paquets
Homme,45,Marrié,"28,600 à 36,400",Non,0,0,
Femme,45,Célibataire,,Oui,5,5,Paquets
Homme,71,Marrié,"10,400 à 15,600",Non,0,0,
Femme,47,Marrié,"5,200 à 10,400",Oui,20,15,Paquets
Femme,39,Marrié,"10,400 à 15,600",Non,0,0,
Homme,62,Marrié,"2,600 à 5,200",Non,0,0,
Femme,37,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,71,Marrié,,Non,0,0,
Homme,49,Divorcé,"28,600 à 36,400",Non,0,0,
Femme,22,Célibataire,"2,600 à 5,200",Oui,30,20,Les deux
Homme,61,Marrié,"Sous 2,600",Non,0,0,
Homme,34,Célibataire,"20,800 à 28,600",Oui,10,5,Paquets
Femme,40,Separated,"Au-dessus 36,400",Non,0,0,
Femme,27,Separated,"2,600 à 5,200",Oui,20,20,Les deux
Homme,28,Célibataire,"10,400 à 15,600",Oui,12,12,Paquets
Femme,28,Célibataire,"10,400 à 15,600",Non,0,0,
Homme,36,Marrié,"20,800 à 28,600",Oui,20,30,Les deux
Femme,34,Célibataire,"5,200 à 10,400",Oui,20,20,Roulées à la main
Homme,19,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,31,Divorcé,"15,600 à 20,800",Oui,20,20,Paquets
Homme,49,Divorcé,,Oui,20,20,Roulées à la main
Homme,42,Divorcé,"2,600 à 5,200",Oui,50,50,Roulées à la main
Femme,38,Marrié,"Sous 2,600",Non,0,0,
Homme,16,Célibataire,"Sous 2,600",Oui,6,6,Les deux
Homme,73,Marrié,"5,200 à 10,400",Non,0,0,
Homme,36,Marrié,"15,600 à 20,800",Non,0,0,
Femme,81,Marrié,"Sous 2,600",Non,0,0,
Femme,97,Veuf,"10,400 à 15,600",Non,0,0,
Homme,38,Marrié,"10,400 à 15,600",Non,0,0,
Femme,46,Marrié,"5,200 à 10,400",Oui,12,7,Paquets
Homme,79,Marrié,"5,200 à 10,400",Non,0,0,
Femme,76,Veuf,"2,600 à 5,200",Oui,4,4,Paquets
Femme,54,Veuf,"2,600 à 5,200",Non,0,0,
Homme,59,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,52,Separated,"Au-dessus 36,400",Non,0,0,
Homme,58,Divorcé,"5,200 à 10,400",Oui,20,20,Les deux
Homme,69,Divorcé,"15,600 à 20,800",Non,0,0,
Homme,67,Veuf,"5,200 à 10,400",Non,0,0,
Femme,76,Marrié,,Non,0,0,
Homme,33,Marrié,"5,200 à 10,400",Non,0,0,
Homme,61,Separated,,Oui,30,30,Roulées à la main
Femme,82,Veuf,,Non,0,0,
Homme,62,Marrié,"5,200 à 10,400",Non,0,0,
Homme,66,Divorcé,,Non,0,0,
Femme,69,Veuf,"Sous 2,600",Non,0,0,
Femme,25,Marrié,,Non,0,0,
Homme,29,Célibataire,"20,800 à 28,600",Non,0,0,
Homme,28,Marrié,"10,400 à 15,600",Non,0,0,
Femme,52,Célibataire,"28,600 à 36,400",Non,0,0,
Femme,81,Veuf,,Non,0,0,
Femme,44,Marrié,"10,400 à 15,600",Oui,20,20,Paquets
Femme,62,Marrié,,Non,0,0,
Homme,45,Marrié,"2,600 à 5,200",Non,0,0,
Femme,71,Veuf,"5,200 à 10,400",Non,0,0,
Femme,72,Marrié,"2,600 à 5,200",Non,0,0,
Femme,69,Veuf,,Oui,15,15,Paquets
Femme,72,Veuf,"2,600 à 5,200",Oui,10,10,Paquets
Homme,61,Marrié,"5,200 à 10,400",Non,0,0,
Femme,29,Marrié,"2,600 à 5,200",Oui,5,2,Paquets
Femme,37,Célibataire,"5,200 à 10,400",Oui,30,30,Paquets
Homme,29,Célibataire,"15,600 à 20,800",Oui,20,20,Paquets
Homme,57,Marrié,"10,400 à 15,600",Non,0,0,
Homme,60,Marrié,"5,200 à 10,400",Non,0,0,
Homme,38,Marrié,"28,600 à 36,400",Non,0,0,
Homme,74,Marrié,"5,200 à 10,400",Non,0,0,
Homme,38,Marrié,"10,400 à 15,600",Non,0,0,
Femme,51,Divorcé,,Non,0,0,
Homme,68,Marrié,"2,600 à 5,200",Oui,15,15,Roulées à la main
Homme,67,Marrié,"10,400 à 15,600",Non,0,0,
Homme,32,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,25,Marrié,"5,200 à 10,400",Non,0,0,
Homme,53,Marrié,"15,600 à 20,800",Non,0,0,
Femme,52,Divorcé,"5,200 à 10,400",Oui,5,5,Paquets
Femme,21,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,71,Divorcé,"5,200 à 10,400",Non,0,0,
Femme,30,Marrié,"Sous 2,600",Non,0,0,
Homme,23,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,28,Célibataire,"10,400 à 15,600",Oui,0,1,Paquets
Femme,37,Marrié,"5,200 à 10,400",Non,0,0,
Femme,84,Veuf,"2,600 à 5,200",Non,0,0,
Femme,61,Marrié,"2,600 à 5,200",Non,0,0,
Femme,18,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,55,Marrié,"5,200 à 10,400",Non,0,0,
Homme,52,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,46,Marrié,"2,600 à 5,200",Oui,25,25,Paquets
Femme,46,Marrié,"10,400 à 15,600",Non,0,0,
Homme,23,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,58,Marrié,"20,800 à 28,600",Non,0,0,
Homme,16,Célibataire,"Sous 2,600",Non,0,0,
Homme,71,Marrié,"15,600 à 20,800",Non,0,0,
Femme,47,Marrié,"2,600 à 5,200",Oui,10,10,Paquets
Homme,34,Marrié,"20,800 à 28,600",Non,0,0,
Femme,55,Célibataire,"Au-dessus 36,400",Non,0,0,
Femme,78,Veuf,"20,800 à 28,600",Non,0,0,
Homme,35,Célibataire,"2,600 à 5,200",Oui,40,40,Roulées à la main
Homme,68,Marrié,"20,800 à 28,600",Non,0,0,
Homme,76,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,28,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,36,Divorcé,"5,200 à 10,400",Oui,20,20,Les deux
Femme,57,Divorcé,"5,200 à 10,400",Non,0,0,
Femme,29,Célibataire,"10,400 à 15,600",Oui,20,10,Les deux
Femme,27,Célibataire,"5,200 à 10,400",Oui,5,5,Paquets
Femme,64,Veuf,"2,600 à 5,200",Non,0,0,
Femme,89,Célibataire,,Non,0,0,
Femme,26,Célibataire,"2,600 à 5,200",Oui,15,15,Paquets
Homme,27,Célibataire,"20,800 à 28,600",Non,0,0,
Homme,66,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,84,Veuf,"5,200 à 10,400",Non,0,0,
Homme,41,Célibataire,"20,800 à 28,600",Oui,20,12,Paquets
Homme,27,Célibataire,"15,600 à 20,800",Non,0,0,
Femme,40,Divorcé,"10,400 à 15,600",Non,0,0,
Femme,79,Veuf,"10,400 à 15,600",Non,0,0,
Homme,49,Marrié,"20,800 à 28,600",Oui,20,20,Paquets
Femme,79,Veuf,,Non,0,0,
Femme,54,Marrié,"Sous 2,600",Non,0,0,
Homme,25,Célibataire,"5,200 à 10,400",Oui,10,10,Paquets
Femme,45,Célibataire,"28,600 à 36,400",Oui,5,5,Paquets
Femme,24,Célibataire,"5,200 à 10,400",Oui,5,5,Paquets
Femme,54,Divorcé,"10,400 à 15,600",Oui,20,10,Paquets
Femme,78,Veuf,"15,600 à 20,800",Non,0,0,
Homme,50,Marrié,"10,400 à 15,600",Oui,25,25,Roulées à la main
Femme,42,Marrié,"20,800 à 28,600",Non,0,0,
Femme,32,Célibataire,"10,400 à 15,600",Oui,10,10,Paquets
Homme,75,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,25,Célibataire,"Sous 2,600",Oui,15,15,Paquets
Homme,50,Separated,"20,800 à 28,600",Non,0,0,
Homme,24,Célibataire,"28,600 à 36,400",Oui,15,15,Paquets
Homme,35,Célibataire,"28,600 à 36,400",Non,0,0,
Femme,52,Marrié,"10,400 à 15,600",Non,0,0,
Femme,42,Marrié,"10,400 à 15,600",Non,0,0,
Homme,44,Separated,"15,600 à 20,800",Non,0,0,
Homme,67,Veuf,"5,200 à 10,400",Oui,20,12,Roulées à la main
Femme,69,Veuf,"2,600 à 5,200",Non,0,0,
Femme,91,Célibataire,"2,600 à 5,200",Non,0,0,
Homme,61,Divorcé,"2,600 à 5,200",Non,0,0,
Femme,50,Célibataire,"20,800 à 28,600",Non,0,0,
Homme,37,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,35,Célibataire,"15,600 à 20,800",Oui,15,15,Paquets
Homme,24,Célibataire,"10,400 à 15,600",Oui,20,15,Paquets
Femme,39,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,79,Divorcé,"2,600 à 5,200",Non,0,0,
Homme,40,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,60,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,42,Marrié,"20,800 à 28,600",Non,0,0,
Homme,64,Veuf,"5,200 à 10,400",Non,0,0,
Femme,55,Marrié,"15,600 à 20,800",Oui,2,10,Paquets
Homme,54,Marrié,"10,400 à 15,600",Non,0,0,
Femme,61,Marrié,"10,400 à 15,600",Non,0,0,
Femme,62,Divorcé,"5,200 à 10,400",Non,0,0,
Femme,59,Divorcé,,Non,0,0,
Femme,79,Veuf,,Non,0,0,
Femme,37,Marrié,"10,400 à 15,600",Non,0,0,
Femme,55,Marrié,"2,600 à 5,200",Oui,12,8,Paquets
Femme,88,Veuf,"28,600 à 36,400",Non,0,0,
Femme,39,Divorcé,"15,600 à 20,800",Non,0,0,
Homme,34,Célibataire,"Au-dessus 36,400",Non,0,0,
Homme,42,Marrié,"28,600 à 36,400",Non,0,0,
Femme,45,Marrié,"2,600 à 5,200",Non,0,0,
Homme,59,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,58,Marrié,"10,400 à 15,600",Oui,30,30,Paquets
Homme,74,Veuf,"5,200 à 10,400",Non,0,0,
Homme,45,Marrié,"20,800 à 28,600",Non,0,0,
Homme,64,Marrié,"10,400 à 15,600",Non,0,0,
Homme,53,Célibataire,"15,600 à 20,800",Non,0,0,
Homme,40,Marrié,"15,600 à 20,800",Non,0,0,
Homme,30,Marrié,"15,600 à 20,800",Oui,10,10,Roulées à la main
Homme,70,Marrié,"10,400 à 15,600",Non,0,0,
Femme,28,Separated,"5,200 à 10,400",Non,0,0,
Femme,78,Veuf,"2,600 à 5,200",Non,0,0,
Homme,41,Marrié,"20,800 à 28,600",Oui,24,24,Paquets
Femme,69,Divorcé,"5,200 à 10,400",Non,0,0,
Homme,54,Marrié,"20,800 à 28,600",Non,0,0,
Homme,59,Marrié,"15,600 à 20,800",Oui,20,20,Roulées à la main
Femme,23,Célibataire,"5,200 à 10,400",Oui,15,15,Paquets
Homme,40,Marrié,"15,600 à 20,800",Oui,30,15,Paquets
Homme,17,Célibataire,"5,200 à 10,400",Oui,15,6,Paquets
Homme,54,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,49,Divorcé,"5,200 à 10,400",Non,0,0,
Homme,55,Marrié,"5,200 à 10,400",Oui,45,45,Roulées à la main
Homme,51,Veuf,"5,200 à 10,400",Oui,20,20,Paquets
Femme,73,Marrié,"Sous 2,600",Non,0,0,
Femme,41,Marrié,"2,600 à 5,200",Non,0,0,
Femme,70,Marrié,"20,800 à 28,600",Non,0,0,
Femme,44,Separated,"10,400 à 15,600",Oui,15,10,Paquets
Homme,51,Divorcé,"Sous 2,600",Non,0,0,
Homme,68,Marrié,"28,600 à 36,400",Oui,1,0,Paquets
Femme,75,Separated,"2,600 à 5,200",Non,0,0,
Homme,60,Marrié,"5,200 à 10,400",Oui,20,15,Paquets
Homme,56,Marrié,"2,600 à 5,200",Non,0,0,
Homme,64,Veuf,"5,200 à 10,400",Non,0,0,
Femme,27,Célibataire,"10,400 à 15,600",Non,0,0,
Femme,73,Veuf,"5,200 à 10,400",Oui,20,12,Paquets
Homme,34,Célibataire,"15,600 à 20,800",Oui,10,2,Paquets
Homme,47,Marrié,"10,400 à 15,600",Oui,15,10,Roulées à la main
Homme,32,Célibataire,"10,400 à 15,600",Non,0,0,
Homme,63,Marrié,"15,600 à 20,800",Non,0,0,
Femme,23,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,63,Marrié,"5,200 à 10,400",Non,0,0,
Femme,46,Divorcé,"15,600 à 20,800",Non,0,0,
Homme,48,Célibataire,"10,400 à 15,600",Non,0,0,
Homme,68,Marrié,"5,200 à 10,400",Non,0,0,
Homme,52,Separated,"15,600 à 20,800",Oui,20,20,Paquets
Femme,29,Separated,"15,600 à 20,800",Oui,10,6,Paquets
Femme,16,Célibataire,,Non,0,0,
Homme,41,Divorcé,"15,600 à 20,800",Non,0,0,
Femme,48,Veuf,"5,200 à 10,400",Oui,20,20,Paquets
Homme,24,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,72,Veuf,"5,200 à 10,400",Oui,40,40,Roulées à la main
Homme,45,Marrié,"15,600 à 20,800",Non,0,0,
Femme,28,Marrié,"28,600 à 36,400",Non,0,0,
Homme,20,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,69,Veuf,"5,200 à 10,400",Non,0,0,
Femme,70,Marrié,"Sous 2,600",Non,0,0,
Homme,50,Marrié,"15,600 à 20,800",Oui,25,20,Les deux
Homme,63,Marrié,"5,200 à 10,400",Oui,20,20,Paquets
Homme,44,Marrié,"15,600 à 20,800",Non,0,0,
Femme,83,Veuf,"5,200 à 10,400",Non,0,0,
Femme,17,Célibataire,"5,200 à 10,400",Oui,20,15,Paquets
Femme,61,Marrié,"5,200 à 10,400",Non,0,0,
Femme,47,Marrié,"5,200 à 10,400",Oui,15,20,Paquets
Homme,57,Marrié,"28,600 à 36,400",Non,0,0,
Femme,44,Marrié,"5,200 à 10,400",Oui,15,10,Paquets
Homme,52,Célibataire,"15,600 à 20,800",Oui,25,20,Les deux
Homme,82,Marrié,"5,200 à 10,400",Non,0,0,
Homme,63,Marrié,"28,600 à 36,400",Non,0,0,
Femme,72,Separated,"2,600 à 5,200",Non,0,0,
Homme,39,Marrié,"Au-dessus 36,400",Non,0,0,
Homme,16,Célibataire,,Non,0,0,
Femme,35,Divorcé,"15,600 à 20,800",Non,0,0,
Femme,39,Marrié,"10,400 à 15,600",Non,0,0,
Homme,56,Separated,,Oui,10,10,Roulées à la main
Femme,31,Célibataire,"5,200 à 10,400",Oui,60,30,Paquets
Homme,61,Marrié,"Sous 2,600",Non,0,0,
Homme,23,Separated,"Sous 2,600",Oui,5,0,Paquets
Homme,34,Célibataire,"10,400 à 15,600",Oui,35,18,Les deux
Homme,24,Célibataire,"15,600 à 20,800",Non,0,0,
Homme,82,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,27,Marrié,"15,600 à 20,800",Non,0,0,
Femme,62,Divorcé,"2,600 à 5,200",Oui,18,18,Paquets
Homme,39,Marrié,"20,800 à 28,600",Non,0,0,
Homme,44,Separated,"2,600 à 5,200",Non,0,0,
Femme,43,Célibataire,"10,400 à 15,600",Oui,25,20,Paquets
Homme,31,Célibataire,"2,600 à 5,200",Oui,20,15,Les deux
Homme,77,Divorcé,"5,200 à 10,400",Oui,20,10,Paquets
Femme,20,Célibataire,"5,200 à 10,400",Non,0,0,
Femme,81,Veuf,"5,200 à 10,400",Non,0,0,
Femme,31,Célibataire,"15,600 à 20,800",Oui,20,10,Paquets
Femme,78,Marrié,"2,600 à 5,200",Non,0,0,
Homme,35,Marrié,"10,400 à 15,600",Non,0,0,
Femme,67,Veuf,"Sous 2,600",Non,0,0,
Homme,65,Divorcé,"10,400 à 15,600",Non,0,0,
Homme,61,Marrié,"10,400 à 15,600",Non,0,0,
Homme,24,Célibataire,"Sous 2,600",Oui,15,15,Roulées à la main
Homme,53,Célibataire,"20,800 à 28,600",Non,0,0,
Femme,63,Marrié,,Non,0,0,
Homme,35,Marrié,"10,400 à 15,600",Oui,3,12,Paquets
Homme,78,Veuf,,Non,0,0,
Femme,31,Célibataire,"5,200 à 10,400",Non,0,0,
Homme,22,Célibataire,"2,600 à 5,200",Non,0,0,
Femme,49,Divorcé,"2,600 à 5,200",Oui,20,20,Roulées à la main
Homme,45,Marrié,"5,200 à 10,400",Non,0,0,
Femme,51,Marrié,"2,600 à 5,200",Oui,20,20,Paquets
Homme,31,Marrié,"10,400 à 15,600",Non,0,0,
