Population,PIB par capita ($ US),IMC (Indice Masse Corporelle),%-immunisation Hépatite B,Polio immunisation (%),Diphthérie et tétanos (%-immunisation),Rougeole (cas par 1000 habitants),VIH/Sida (cas par 1000 habitants),"Prévalence malnutrition (1-19 ans, %)","Prévalence malnutrition (5-9 ans, %)",Facteur de revenu,Nombre d'années d'études,Espérance de vie (années)
128921,766.8437623,46.5,,67,67,0,0.8,3.9,3.9,0.477,8.9,62.3
114554,74.9358452,45.3,,67,68,0,1.5,4,4,0.47,8.7,62.3
9999617,662.2795182,44.2,,66,66,0,1.9,4,4,0.47,8.6,36.3
985287,668.297646,43,,65,65,0,2,4.1,4.1,0.466,8.5,62.5
97529,674.7564147,41.8,,64,63,0,2.4,4.2,4.2,0.462,8.4,62.1
9556889,615.8198192,4.7,,62,63,0,2.7,4.2,4.2,0.458,8.4,61.8
949457,55.47626,39.6,,61,6,0,3.3,4.3,4.3,0.455,8.3,61.1
926344,465.311876,38.5,,6,6,0,3.9,4.4,4.4,0.452,8.2,65
9119178,387.9429725,37.5,,58,55,0,4.3,4.5,4.5,0.45,8.1,58.7
8976552,329.782946,36.5,,56,53,0,4.6,4.5,4.6,0.447,8.1,59.7
8834733,393.16327,35.6,,54,48,0,4.8,4.6,4.7,0.444,8,59.3
8692567,413.7383164,34.8,,52,45,159,5,4.7,4.7,0.443,7.9,58.9
85492,462.486524,34,,5,41,992,5.1,4.8,4.8,0.439,7.8,58.6
896829,2326.15856,51,97,97,97,0,0.3,2.1,2.1,0.623,11.2,74.6
889216,2242.711912,5.2,97,97,97,0,0.3,2.1,2.1,0.618,11.4,74.5
8657785,2136.77395,49.3,97,97,97,0,0.4,2.2,2.1,0.614,11.6,74.3
855646,2178.38325,48.4,97,97,97,0,0.4,2.2,2.1,0.614,11.6,74.1
83516,212.584798,47.6,97,97,97,0,0.4,2.2,2.2,0.611,11.7,73.9
8194778,1932.85829,46.8,97,97,97,0,0.4,2.3,2.2,0.606,11.5,73.6
83521,1815.489496,45.9,97,97,97,0,0.5,2.3,2.2,0.603,11.3,73.4
7872658,1751.595857,45.1,92,93,93,0,0.6,2.3,2.3,0.597,11.1,73.2
777972,1592.572182,44.3,93,94,94,0,0.7,2.4,2.3,0.59,10.9,73
754146,1437.628785,43.5,94,94,95,0,0.8,2.4,2.4,0.583,10.8,72.8
737343,1311.741714,42.8,97,98,98,0,0.9,2.5,2.4,0.577,10.6,72.5
724153,1217.657961,42,93,94,94,0,1.2,2.6,2.5,0.571,10.4,72.2
733821,1157.3427,41.2,91,92,92,0,1.4,2.6,2.5,0.566,10.3,71.9
6863157,1132.8721,4.4,94,95,95,0,1.5,2.7,2.6,0.561,10.1,71.6
6524283,188.783165,38.8,93,88,94,0,1.7,2.8,2.7,0.551,9.8,71
984328,12365.6263,64.8,,99,99,0,0.1,1.6,1.6,0.834,15.6,75.8
9866468,14117.97668,64.2,,99,99,0,0.1,1.7,1.6,0.834,15.8,75.6
989382,13613.6147,63.6,,99,99,1,0.1,1.7,1.7,0.824,15.4,75.5
9971727,1448.87958,62.4,,99,99,5,0.1,1.7,1.7,0.821,15.4,74.8
123,1325.53379,61.7,,99,99,0,0.1,1.8,1.8,0.817,15.3,74.5
12265,12967.16543,61.1,,99,99,1,0.1,1.8,1.8,0.816,15.3,74.2
138188,15669.25929,6.5,,99,99,0,0.1,1.9,1.9,0.812,15.3,74.1
15578,13842.6549,59.9,,99,99,0,0.1,1.9,1.9,0.809,15.3,73.5
17137,11398.76584,59.3,,99,99,1,0.1,2,2,0.802,15.2,73.4
18765,11161.72441,58.8,,99,99,2,0.1,2,2,0.795,15,72.9
1129552,8396.25323,57.6,,99,99,0,0.1,2.1,2.1,0.784,14.9,72.5
115868,665.6443,57.1,,98,99,0,0.1,2.2,2.2,0.775,14.6,72.5
1187576,527.85364,56.6,,99,99,20,0.1,2.2,2.2,0.769,14.2,72.3
121971,4623.46712,56.1,,99,99,1,0.1,2.3,2.3,0.761,13.9,71.7
33815,5734.4436,61,,92,92,0,0.1,1,0.9,0.919,19,82.7
327386,52473.11356,6.6,,9,9,0,0.1,1,0.9,0.915,19,82.5
323764,4781.3888,6.2,,91,91,0,0.1,1,0.9,0.907,19,82.4
32716,44333.8518,59.7,,89,89,0,0.1,1,0.9,0.901,18.7,82.5
31914,46.217,59.3,,95,95,0,0.1,0.9,0.9,0.894,18.6,82.1
318499,4461.89251,58.5,,96,96,0,0.1,0.9,0.9,0.894,18.4,81.6
317414,55575.29196,58.1,,98,98,0,0.1,0.9,0.9,0.892,18.2,81.4
311566,68348.31817,57.8,,97,97,0,0.1,0.9,0.9,0.887,18.2,81.3
33782,5613.54115,57.4,,97,97,0,0.1,0.9,0.9,0.884,18.1,81.1
296734,56249.7555,56.9,,95,95,0,0.1,0.9,0.9,0.879,17.9,81
29274,46917.27216,56.5,,99,99,0,0.1,1,0.9,0.873,18.3,88
289521,3944.999,55.9,,97,97,0,0.1,1,0.9,0.866,17.6,87
287523,31996.2172,55.4,,95,95,0,0.1,1,0.9,0.859,17.2,84
284968,28585.9254,54.8,,92,92,0,0.1,1,0.9,0.854,17.1,80
28125,31813.37344,54.2,,98,98,0,0.1,1,0.9,0.847,16.8,79.7
1395398,1613.18878,18.7,87,86,87,90387,0.2,26.7,27.3,0.615,11.6,68.3
127856227,1452.195373,17.5,7,82,83,13822,0.2,26.8,27.5,0.599,11.5,67.6
126365852,1446.98541,17,73,79,82,18668,0.2,26.9,27.6,0.59,11.3,67.3
124723629,1461.671957,16.4,44,79,82,33634,0.2,26.9,27.7,0.58,10.8,66.8
12398691,1345.77153,15.9,38,76,79,31458,0.2,27,27.8,0.569,10.4,66.4
121427132,19.317765,15.4,37,73,74,56188,0.2,27,27.8,0.563,10.5,66
119714696,991.484634,14.9,29,69,7,44258,0.3,27,27.9,0.556,10.2,65.5
1179681239,118.166373,14.4,6,67,64,41144,0.3,27.1,28,0.546,9.9,65.2
1161977719,792.259698,13.9,6,66,65,64185,0.3,27.1,28,0.536,9.7,64.8
1144118674,77.819,13.5,8,65,65,36711,0.3,27.2,28.1,0.526,9.4,64.4
1126135777,621.3183767,13,6,58,63,55443,0.3,27.2,28.2,0.518,9.2,64
11827848,541.1352279,12.6,,57,61,47147,0.3,27.3,28.3,0.505,8.6,63.7
18987112,466.2842,12.2,,58,59,40044,0.3,27.4,28.4,0.499,8.4,63.3
171477855,447.138966,11.8,,58,59,51780,0.3,27.5,28.5,0.494,8.3,62.9
1535912,438.864634,11.4,,57,58,38835,0.3,27.7,28.6,0.489,8.3,62.5
258162113,3336.16686,27.4,78,8,78,15099,0.3,1.4,1.2,0.686,12.9,69.1
255131116,3491.595887,26.5,78,8,78,12943,0.3,1.4,1.2,0.682,12.9,68.9
25232263,362.663981,25.6,85,86,85,8419,0.3,1.5,1.3,0.677,12.9,68.7
248883232,3687.953996,24.7,83,84,83,15489,0.3,1.5,1.4,0.669,12.6,68.5
24577511,3634.27685,23.8,81,81,81,21893,0.3,1.6,1.5,0.662,12.3,68.3
242524123,3113.48635,22.9,83,82,81,18869,0.3,1.6,1.5,0.656,12.1,68.1
23934478,2254.44566,22.1,82,85,78,20818,0.3,1.7,1.6,0.645,11.7,67.9
236159276,216.52766,21.3,82,83,77,15369,0.2,1.7,1.7,0.641,11.7,67.7
232989141,1855.93915,2.5,76,77,73,19456,0.2,1.8,1.7,0.638,11,67.5
22983822,1586.254,19.7,66,78,72,20422,0.1,1.8,1.8,0.632,10.9,67.3
223614649,1148.56996,18.2,64,79,71,29171,0.1,1.9,1.9,0.624,11,65.3
22545214,164.59447,17.5,64,8,71,24457,0.1,1.9,11,0.613,10.8,66.9
2175859,899.5556857,16.7,63,8,7,14492,0.1,11,11.1,0.608,10.6,66.7
2145652,747.9817455,16,62,77,76,3825,0.1,11,11.1,0.604,10.6,66.5
21154429,78.92744,15.4,65,72,75,3344,0.1,11,11.2,0.597,10.7,66.3
,,59.7,98,98,98,615,0.1,8.5,8.6,0.774,14.8,75.5
,,58.5,99,99,99,99,0.1,8.3,8.4,0.77,14.9,75.4
,,57.2,99,98,98,189,0.1,8.2,8.3,0.769,15,75.3
,,56,98,99,99,332,0.1,8,8.2,0.755,13.6,75.1
,,54.8,99,99,99,73,0.1,7.9,8.1,0.745,13.1,74.7
,,53.6,99,99,99,538,0.1,7.8,8,0.735,12.9,74.1
,,52.5,99,99,99,262,0.1,7.7,7.9,0.728,12.8,73.3
,,51.4,99,99,99,127,0.1,7.6,7.8,0.716,12.1,72.7
,,5.4,97,98,99,133,0.1,7.5,7.8,0.704,11.8,72.4
,,49.4,98,99,98,220,0.1,7.4,7.7,0.692,11.4,72.2
,,48.5,94,95,95,7,0.1,7.4,7.7,0.687,11.4,72
,,47.6,95,98,99,3,0.1,7.4,7.7,0.686,11.8,71.8
,,46.9,98,99,99,11644,0.1,7.5,7.7,0.679,11.8,75
,,46.2,99,99,99,9554,0.1,7.6,7.7,0.674,11.9,71.2
,,44.9,99,99,99,11874,0.1,7.8,7.9,0.66,11.6,73
36115649,4974.2693,59.1,56,63,58,1433,0.1,5.3,5.1,0.649,10.1,68.9
3568,673.74737,58.5,62,67,64,1317,0.1,5.3,5.1,0.658,10.1,67.9
32776571,6651.12242,57.2,61,7,69,15,0.1,5.3,5.1,0.656,10.5,76
3172753,5854.614497,56.5,77,8,79,15,0.1,5.3,5.1,0.649,10.4,77
376271,452.74948,55.8,72,74,74,492,0.1,5.3,5.1,0.646,10.4,76
29894652,3735.144836,55.2,75,78,78,30328,0.1,5.4,5.1,0.643,10.3,74
29111417,4521.3247,54.5,66,71,69,5494,0.1,5.4,5.1,0.638,10.3,69.3
2839433,3129.224922,53.8,56,74,57,230,0.1,5.4,5.1,0.636,10.2,65.9
27697912,2351.812429,53.2,59,63,59,474,0.1,5.4,5.1,0.631,10.2,64.7
278426,1849.63911,52.5,65,69,65,908,0.1,5.4,5.2,0.628,10.1,66.8
2631669,1391.816923,51.9,62,69,74,9081,0.1,5.4,5.2,0.603,9.8,67.2
25627626,,51.3,63,73,75,0,0.1,5.5,5.2,0.616,9.4,66.5
24939299,,5.6,65,76,77,0,0.1,5.5,5.3,0.614,9.1,74
24251649,,5.1,66,8,78,4088,0.1,5.6,5.3,0.607,8.7,72
23565413,,49.5,67,83,8,726,0.1,5.6,5.4,0.603,8.6,70
4676835,6664.144,62.8,95,95,95,4,0.1,0.3,0.2,0.92,18.6,81.4
4617225,5553.32623,62.1,95,96,96,33,0.1,0.3,0.2,0.91,18.6,81.2
4598294,5234.76736,61.3,95,96,96,51,0.1,0.3,0.2,0.902,18.6,81
4576794,52567.52568,59.7,95,95,95,285,0.1,0.3,0.2,0.909,18.5,84
456155,48538.58776,58.9,46,94,94,443,0.1,0.3,0.2,0.907,18.2,86
4535375,51983.78892,58.2,,94,94,164,0.1,0.3,0.2,0.909,17.9,79.7
4489544,61235.415,57.4,,93,93,57,0.1,0.3,0.2,0.908,17.9,79.8
4398942,61388.17457,56.6,,92,92,64,0.1,0.3,0.2,0.902,17.6,79.5
4273591,54326.9713,55.8,,91,91,87,0.1,0.3,0.2,0.896,17.6,79
4159914,5886.82789,55.1,,9,9,95,0.1,0.3,0.2,0.889,17.5,78.7
47262,47631.6377,54.4,,89,89,334,0.1,0.3,0.2,0.88,17.1,78.3
3996521,4117.15532,53.6,,86,86,584,0.1,0.3,0.2,0.87,16.8,78
3931947,32539.1937,52.9,,83,83,243,0.1,0.3,0.3,0.862,16.5,77.4
3866243,28223.55528,52.2,,84,84,241,0.1,0.3,0.3,0.857,16.4,77
82157,37582.84624,64.6,97,95,95,6,0.1,1.2,1.1,0.895,16,82.2
77658,33657.15727,63.4,98,94,94,70,0.1,1.2,1.1,0.883,15.8,81.8
76236,3661.994,63,97,95,95,23,0.1,1.2,1.1,0.878,15.7,81.7
74856,27795.87671,62.6,98,96,96,5,0.1,1.2,1.1,0.876,15.6,81.5
7181,258.637,61.6,99,95,95,539,0.1,1.1,1.1,0.872,15.7,84
7537,2195.1769,61.1,96,94,95,9,0.1,1.1,1.1,0.87,15.7,84
6931,2611.17931,6.6,96,95,93,2,0.1,1.1,1.1,0.866,15.8,80
689,19888.172,6.1,99,95,95,116,0.1,1.1,1.1,0.863,15.9,81
6439,236.19646,58.7,96,93,92,19,0.1,1.1,1.1,0.85,15.1,79.3
6289,2152.1432,58.3,98,93,93,36,0.1,1.1,1.1,0.845,15.2,78.9
673582,349.14755,63.6,93,93,93,159,0.1,0.6,0.6,0.881,16.3,82.7
678914,35396.66517,63.1,95,95,95,0,0.1,0.6,0.6,0.877,16.3,82.5
59539717,34814.12436,62.1,96,96,97,376,0.1,0.5,0.6,0.877,16.6,82
59379449,38334.68477,61.5,96,96,96,5189,0.1,0.5,0.5,0.872,16.4,82
59277417,35849.37364,61,96,96,96,372,0.1,0.5,0.5,0.869,16.4,81.8
58826731,464.18465,59.9,96,96,96,1617,0.1,0.5,0.5,0.866,16.3,81.5
5843831,37698.78573,59.4,97,97,97,321,0.1,0.5,0.5,0.862,16.1,81.3
58143979,3341.7482,58.8,96,97,96,439,0.1,0.5,0.5,0.856,16,81.2
57969484,31959.26215,58.2,96,97,95,135,0.1,0.5,0.5,0.851,15.8,88
57685327,31174.56118,57.6,96,97,94,599,0.1,0.5,0.5,0.846,15.6,89
5731323,27387.2258,57,95,97,96,10982,0.1,0.5,0.5,0.841,15.4,79.9
57597,22196.5736,56.4,95,96,93,9385,0.1,0.5,0.5,0.836,15.2,80
569741,24.819,55.7,95,96,93,0,0.1,0.5,0.5,0.828,14.9,79.8
5694218,251.2426,55,94,97,87,1457,0.1,0.5,0.5,0.823,14.8,79.4
2871934,4965.989857,54.2,91,91,91,0,0.5,1.8,1.7,0.729,12.8,76.2
284992,521.33363,52,96,96,96,0,0.5,1.8,1.7,0.725,12.8,75.3
2829493,513.549487,51.2,92,93,92,1,0.6,1.8,1.7,0.722,12.8,75.2
281721,4682.728424,5.5,94,94,94,0,0.5,1.8,1.7,0.721,12.7,75
28482,4293.383274,49.7,9,9,9,0,0.6,1.9,1.7,0.721,12.7,74.7
279122,492.492378,48.9,92,91,91,2,0.4,1.9,1.7,0.718,12.6,74.5
2775467,462.517913,48.1,92,94,92,0,0.9,1.9,1.7,0.714,12.5,74.2
276279,4313.1682,47.2,97,99,95,0,1.5,1.9,1.7,0.709,12.5,74
2744673,482.24762,46.3,99,99,99,0,1.9,1.9,1.7,0.706,12.4,73.5
2728777,3719.97351,45.4,98,97,98,0,2.3,1.9,1.8,0.689,11.1,73.3
2712511,3465.221998,44.5,36,99,96,0,2.3,1.9,1.8,0.694,11.9,73.1
267711,3394.878,42.5,,99,99,0,2.2,2,1.8,0.68,10.9,72.7
2656864,336.8742,41.6,,95,93,0,2.2,2,1.9,0.682,11.4,72.6
127276,3896.21151,28.6,,99,96,462,0.1,2,1.7,0.899,15.3,83.5
127629,4863.47665,27.8,,99,97,228,0.1,1.9,1.7,0.889,15.3,83.3
127833,48167.99727,27.4,,96,97,434,0.1,1.9,1.6,0.884,15.1,82.5
1287,4457.67639,26.9,,98,97,450,0.1,1.9,1.6,0.879,15.1,83
12847,4855.17564,26.4,,99,97,741,0.1,1.8,1.6,0.881,15,83
127854,35433.98896,24.9,,95,98,520,0.1,1.7,1.5,0.873,14.9,82.4
127773,37217.64873,24.4,,95,98,0,0.1,1.7,1.5,0.87,14.9,82
127761,37688.72234,23.8,,97,99,8752,0.1,1.7,1.4,0.866,14.8,82.1
127718,3488.3992,23.4,,97,97,8286,0.1,1.7,1.4,0.863,14.8,81.9
127445,32289.3554,22.9,,89,96,33812,0.1,1.7,1.4,0.86,14.7,81.8
127149,33846.46564,22.5,,81,95,22552,0.1,1.7,1.4,0.856,14.6,81.5
126843,38532.488,22.2,,98,85,22497,0.1,1.6,1.4,0.852,14.5,81.1
915932,496.99275,65.6,99,99,99,0,0.1,4,4,0.741,13.1,74.1
88936,466.94775,64.8,98,98,98,20,0.1,3.9,3.9,0.737,13.1,74
8413464,3992.86717,64,98,98,98,120,0.1,3.9,3.9,0.737,13.1,73.9
7992573,387.753211,63.2,98,98,98,3,0.1,3.9,3.9,0.735,12.9,73.7
7574943,387.324145,62.4,98,98,98,0,0.1,3.8,3.9,0.737,13.1,73.6
718239,3679.19275,61.7,98,98,98,0,0.1,3.8,3.8,0.739,13.2,73.4
6821116,3492.1396,6.9,98,98,98,0,0.1,3.8,3.8,0.742,13.6,73.3
6193191,2762.86354,59.3,98,98,98,41,0.1,3.8,3.8,0.736,13.6,73
5934232,2537.349,58.6,98,98,98,1,0.1,3.9,3.8,0.733,13.7,72.8
5714111,223.83787,57.8,95,95,95,28,0.1,3.9,3.8,0.73,13.8,72.4
5535595,261.456882,57,95,95,95,21,0.1,3.9,3.8,0.723,13.5,72.5
5396774,1889.213962,56.3,97,97,97,76,0.1,3.9,3.9,0.717,13.2,72.3
5287488,1812.288374,55.5,95,95,95,19,0.1,3.9,3.9,0.712,13,72.1
5193482,1728.2659,54.8,97,97,99,61,0.1,4,3.9,0.706,12.7,71.9
51313,1657.889256,54,93,94,91,32,0.1,4,4,0.7,12.6,71.7
17544126,159.9817,53.1,98,98,98,526,0.1,2.4,2.5,0.793,15,72
17289224,1286.56511,52.3,95,95,95,321,0.1,2.4,2.5,0.789,15,69.9
1735275,1389.8561,51.4,99,98,98,73,0.1,2.4,2.5,0.782,15,69.5
16791425,12387.18982,5.6,95,98,99,55,0.1,2.4,2.5,0.774,14.7,69.1
165566,11634.42422,49.9,99,99,99,127,0.1,2.3,2.5,0.766,14.4,68.5
16321581,97.649972,49.2,99,98,99,4,0.1,2.3,2.5,0.763,14.5,67.8
169271,7165.2775,48.5,99,99,98,0,0.1,2.3,2.5,0.758,14.6,67.8
15674,8513.564645,47.9,99,99,99,20,0.1,2.4,2.5,0.758,14.6,66.6
153884,5291.57565,46.8,99,99,99,109,0.1,2.4,2.5,0.747,14.3,65
1514729,3771.278957,46.3,94,99,98,16118,0.1,2.4,2.5,0.737,13.9,64.6
1512985,2874.288291,45.8,99,99,82,2204,0.1,2.5,2.6,0.725,13.5,64.7
149918,268.123657,45.3,99,99,99,24,0.1,2.5,2.6,0.714,13.1,64.4
14858948,1658.31146,44.8,95,95,95,18,0.1,2.6,2.6,0.7,12.7,64.7
14858335,149.926751,44.4,95,95,95,94,0.1,2.6,2.7,0.685,12.3,64.4
14883626,1229.958,43.9,99,96,97,245,0.1,2.7,2.7,0.676,12.1,63.9
47236259,1349.97144,22,89,83,89,95,2.8,7.8,7.6,0.55,11.1,63.4
462425,1335.6458,21.3,92,93,92,354,2.9,7.8,7.7,0.546,11.1,62.9
44826849,1229.114798,2.7,93,94,87,190,3,7.9,7.7,0.541,11.1,62.6
43646629,1155.2582,2.1,94,94,94,0,3,8,7.8,0.536,11.1,62.1
42486839,987.4453967,19.5,96,97,96,2395,3.4,8.1,7.9,0.53,11.1,61.2
4135152,967.34773,18.9,9,9,9,95,4.3,8.2,8,0.523,11.1,63
423724,92.816252,18.4,88,89,88,1218,5,8.2,8.1,0.514,10.7,59.1
39148416,916.8992515,17.9,88,88,88,1282,6.4,8.3,8.2,0.506,10.4,57.9
388599,839.181117,17.3,81,76,81,1516,9.1,8.4,8.3,0.494,10.1,56.8
3648288,519.7999346,16.4,76,7,76,153,11.6,8.6,8.5,0.474,9.6,54.1
3574931,458.8843551,15.9,73,73,73,20,13.2,8.7,8.6,0.461,8.9,53
3413852,436.6875357,15.5,73,75,73,65,14.5,8.8,8.8,0.45,8.2,52.4
332149,395.8493511,15.1,84,83,84,766,15.7,8.9,8.9,0.451,8.5,52.1
32321482,41.7763612,14.7,,77,8,11304,16.9,9,9,0.447,8.4,51.9
3145483,43.9797132,14.4,,8,82,21002,18.1,9.2,9.1,0.448,8.4,51.9
11247,1424.483611,77.6,82,8,78,0,0.1,0.1,0.1,0.586,11.9,66.3
11458,1684.54274,77.1,75,79,75,0,0.1,0.1,0.1,0.597,11.9,66.1
18535,1724.361737,76.7,95,91,95,0,0.1,0.1,0.1,0.589,11.9,65.8
16613,1763.815497,76.2,94,92,94,0,0.1,0.1,0.1,0.581,11.9,65.7
14656,1692.613277,75.7,95,95,99,0,0.1,0.1,0.1,0.585,11.9,65.5
12652,1493.1651,75.2,91,95,91,0,0.1,0.1,0.1,0.584,11.9,65.3
1568,1297.285141,74.6,86,84,86,0,0.1,0.1,0.1,0.576,11.9,65.2
9844,1413.3234,74.1,83,74,82,0,0.1,0.2,0.1,0.572,11.6,65.1
96311,1357.632211,73.4,96,93,94,0,0.1,0.2,0.1,0.574,11.8,65
9426,1151.555618,72.8,88,86,86,0,0.1,0.2,0.1,0.576,12.1,65
92325,1214.556667,72.1,5,74,79,0,0.1,0.2,0.2,0,12.2,64.9
9542,113.6286,71.4,67,61,62,0,0.1,0.2,0.2,0,12.4,64.8
88895,115.3865,7.6,73,79,7,0,0.1,0.2,0.2,0,11.6,64.7
87343,826.58554,69.7,79,96,77,0,0.1,0.2,0.2,0,11.7,64.6
85858,734.9492461,68.8,85,88,85,0,0.1,0.2,0.2,0,10.4,64.3
8446,796.7937634,67.9,9,9,9,0,0.1,0.2,0.2,0,10,64.1
,28975.418,71.4,99,99,99,18,0.1,3.5,3.4,0.799,13.3,74.7
,48399.9581,7.2,99,99,99,62,0.1,3.4,3.3,0.796,13.1,74.5
,51264.7134,69.5,98,98,98,27,0.1,3.4,3.3,0.794,13.2,74.3
,48268.5912,69,99,99,99,32,0.1,3.3,3.2,0.792,13.4,74.2
,38497.61696,68.4,99,98,98,13,0.1,3.3,3.2,0.79,13.5,74
,37567.3121,67.9,99,99,99,0,0.1,3.3,3.2,0.788,13.6,73.9
,55571.9986,67.5,99,99,99,0,0.1,3.3,3.1,0.787,13.8,73.8
,45793.97614,67.1,99,99,99,0,0.1,3.2,3.1,0.787,13.9,73.7
,42717.55725,66.7,99,99,99,0,0.1,3.2,3.1,0.787,14.1,73.6
,3549.26132,66.3,99,99,99,10,0.1,3.2,3.1,0.789,14.2,73.6
,26921.8278,65.9,94,98,98,23,0.1,3.2,3,0.791,14.4,73.5
,2271.56961,65.5,99,99,99,0,0.1,3.2,3,0.788,14.1,73.4
,17789.41981,65,99,99,99,0,0.1,3.2,3,0.785,13.9,73.3
,1654.96761,64.5,99,99,99,0,0.1,3.2,3,0.786,14,73.2
,18389.38433,64,95,94,98,6,0.1,3.2,3.1,0.786,14.1,73.2
,,44.9,97,97,97,17779,0.1,3.3,3.4,0.662,13,71.1
,,43.9,96,95,96,318,0.1,3.3,3.4,0.656,12.8,78
,,43,97,97,97,1,0.1,3.3,3.3,0.647,12.5,77
,,42.2,96,94,96,0,0.1,3.2,3.3,0.638,12.3,69.9
,,41.4,96,94,96,222,0.2,3.2,3.3,0.632,12.1,69.4
,,4.7,96,88,96,0,0.1,3.2,3.3,0.631,12.2,68.8
,,4.1,96,96,95,1,0.1,3.3,3.4,0.629,12.4,68.5
,,39.5,97,95,95,16,0.2,3.3,3.4,0.624,12.6,67.6
,,39,94,94,94,40,0.1,3.3,3.4,0.618,12.6,67.2
,,38.5,9,93,92,27,0.1,3.3,3.4,0.613,12.5,66.7
,,38,97,98,98,53,0.1,3.4,3.4,0.612,12.4,66.9
,,37.5,99,98,99,8,0.1,3.4,3.4,0.609,12.5,67.1
,,37,99,98,98,6,0.1,3.5,3.5,0.602,12.2,66.6
,,36.5,99,99,98,2,0.1,3.5,3.5,0.601,12.1,66.7
,,36,57,99,99,17,0.1,3.6,3.6,0.593,11.8,67.2
,,35.6,44,99,99,16,0.1,3.6,3.6,0.586,11.4,66.6
,,21.7,89,89,89,56,0.2,8.8,8.9,0.582,10.8,65.7
,,2.9,88,88,88,339,0.2,8.9,9,0.573,10.6,65.3
,,2.1,87,86,87,71,0.3,9,9.1,0.563,10.4,64.9
,,19.4,79,78,79,32,0.3,9.1,9.2,0.554,10.2,64.4
,,18.7,78,79,78,113,0.3,9.2,9.4,0.542,9.9,64
,,18,74,76,74,153,0.3,9.3,9.5,0.535,9.6,63.6
,,16.7,61,6,61,174,0.2,9.6,9.7,0.518,9.2,62.6
,,16.1,5,46,5,1678,0.2,9.7,9.8,0.509,9,62.1
,,15.5,57,56,57,58,0.2,9.9,9.9,0.503,9,61.5
,,14.9,49,5,49,295,0.2,1,1.1,0.494,8.7,61
,,13.8,5,52,49,1810,0.1,1.2,1.3,0.477,8.3,59.8
,,13.3,,55,53,2070,0.1,1.3,1.4,0.468,8,59.3
1977527,13666.58336,61.2,94,95,95,0,0.1,2.2,2.1,0.828,16,74.6
1993782,15725.1374,6.7,92,92,92,36,0.1,2.2,2.2,0.822,16,74.4
212647,1532.22924,6.2,94,94,94,0,0.1,2.2,2.2,0.814,15.4,74.1
234319,13822.8559,59.8,9,91,91,3,0.1,2.2,2.2,0.812,15.5,73.8
25979,1372.68947,59.4,89,92,92,1,0.1,2.2,2.3,0.81,15.8,73.6
2141669,12219.37379,58.5,92,94,94,0,0.1,2.3,2.3,0.821,16.4,72.6
2177322,16348.53121,58.1,93,94,94,3,0.1,2.3,2.4,0.819,16.3,71.9
22325,1444.1589,57.7,91,94,94,0,0.1,2.4,2.4,0.814,16.2,78
2238799,7558.7426,57,99,99,99,2,0.1,2.5,2.5,0.791,15.9,76
2263122,6351.8125,56.6,98,99,99,0,0.1,2.5,2.6,0.776,15.5,71
2287955,5134.95694,56.3,98,98,98,0,0.1,2.6,2.6,0.761,15.2,78
233717,3572.8513,55.7,96,97,97,1,0.1,2.8,2.8,0.728,14.2,69.9
236755,3352.731296,55.4,95,96,96,0,0.1,2.8,2.8,0.716,13.7,71
5851479,846.632851,66.1,81,75,81,39,0.1,4.9,4.9,0.763,13.3,74.9
563279,8161.4614,65.4,81,75,81,112,0.1,4.8,4.9,0.763,13.3,74.8
527612,846.285153,64.9,81,75,81,1761,0.1,4.8,4.8,0.766,13.3,74.9
491644,8787.94668,64.4,81,75,81,9,0.1,4.8,4.8,0.763,13.3,75
4588368,8734.9653,64,81,75,81,9,0.1,4.7,4.7,0.758,13.2,75
4337141,8763.826274,63.5,81,75,81,12,0.1,4.7,4.7,0.752,13.3,74.9
4183156,84.268878,63,81,75,81,22,0.1,4.7,4.7,0.746,13.2,74.7
486466,614.271115,61.9,8,75,8,373,0.1,4.7,4.6,0.731,12.9,74.4
45735,5372.65899,61.4,78,75,78,956,0.1,4.7,4.6,0.733,13.2,74.1
3986852,5339.441291,6.8,77,74,77,618,0.1,4.7,4.6,0,13.7,73.9
3863267,5424.22356,6.2,75,74,75,213,0.1,4.7,4.6,0,14.2,73.7
371464,5425.6697,59.7,74,74,74,526,0.1,4.8,4.7,0,14.8,73.5
3522837,5436.595223,59.1,77,77,77,36,0.1,4.8,4.7,0,15.2,73.2
3359859,5253.122599,58.6,8,8,8,8,0.1,4.9,4.7,0,15,73
3235366,5334.93329,57.9,83,83,83,5,0.1,4.9,4.8,0,14.9,72.7
2174645,173.82893,32.6,93,9,93,0,9.3,5.5,5.3,0.495,10.7,53.7
2145785,1174.839214,32,93,9,93,0,9.4,5.8,5.6,0.491,10.8,52.1
2117361,1196.1335,31.4,93,9,93,516,9.6,6.1,5.9,0.484,11.1,52.1
289928,1281.516,3.8,95,93,95,179,9,6.4,6.2,0.479,11,52.2
264166,1352.38433,3.2,96,95,96,172,10.5,6.8,6.6,0.469,11,52.3
24551,1173.26212,29.7,93,92,93,2488,13.4,7.2,7,0.464,10.9,51.1
21929,923.136931,29.2,91,89,91,0,18.2,7.6,7.4,0.453,10.8,49.4
199993,934.428563,28.8,88,86,88,0,27.3,8,7.8,0.447,10.7,47.8
1982287,918.432717,28.3,9,87,88,2,30,8.4,8.3,0.44,10.6,46.2
