ID,Âge,Statut Marital,Revenus,Enfants,Adolescents,Date,Temps depuis dernier achat,Vins ($/2sem),Fruits ($/2sem),Viandes ($/2sem),Poisson ($/2sem),Sucreries ($/2sem),Joaillerie ($/2sem),Achats avec rabais,Achats web,Achats catalogues,Achats en magasin,Nombre de visite sites web (par mois)
5848,50,Conjoint de fait,81205,0,0,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2
10343,29,Célibataire,61618,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3
5935,64,Célibataire,55284,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5
2895,57,Célibataire,49980,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5
10262,40,Marié,15072,2,0,2013-05-10,96,8,2,15,0,10,18,4,3,1,3,5
7848,46,Célibataire,49166,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6
9477,66,Marié,65324,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4
4856,63,Marié,82347,0,0,2012-11-06,38,556,54,845,202,133,63,1,7,7,10,3
7186,54,Conjoint de fait,30843,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5
5794,46,Marié,46374,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8
1456,41,Célibataire,60474,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7
4877,47,Marié,38576,0,1,2014-03-04,2,34,0,7,0,0,0,1,1,0,3,7
425,35,Marié,55357,2,0,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5
3007,54,Conjoint de fait,37758,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8
1031,31,Marié,85710,0,0,2013-05-05,5,600,20,350,29,30,33,1,6,9,10,2
4297,51,Conjoint de fait,23228,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8
807,51,Conjoint de fait,44602,1,1,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8
9553,33,Marié,7500,0,0,2013-01-09,94,0,2,3,4,1,5,1,0,0,3,6
4271,31,Conjoint de fait,38683,1,0,2012-10-04,80,46,35,69,84,41,66,6,4,1,6,7
4120,45,Célibataire,49514,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7
2036,47,Conjoint de fait,57906,0,1,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4
115,54,Célibataire,43456,0,1,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5
4259,34,Célibataire,19485,2,0,2013-09-24,80,6,0,4,0,0,0,1,1,0,2,7
8687,42,Conjoint de fait,53172,0,1,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3
2447,41,Conjoint de fait,30545,1,0,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7
10140,37,Conjoint de fait,70123,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3
9353,61,Célibataire,62450,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3
3623,44,Conjoint de fait,21675,1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7
738,39,Célibataire,42395,1,1,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7
7631,42,Conjoint de fait,61346,1,0,2013-10-06,34,562,58,168,43,16,142,1,5,7,10,3
4789,67,Conjoint de fait,80812,0,0,2013-09-17,95,769,22,500,210,143,33,1,4,8,5,2
773,49,Divorcé,42835,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6
10602,37,Marié,39922,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8
1446,64,Célibataire,86424,0,0,2014-04-05,12,387,68,569,89,45,68,1,6,9,12,1
3270,42,Conjoint de fait,17117,1,0,2013-01-17,96,12,23,38,30,18,7,4,3,1,3,9
8443,48,Célibataire,24762,1,0,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8
9653,45,Marié,35797,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8
8916,45,Divorcé,36627,2,0,2013-07-23,78,9,1,5,0,0,1,1,0,0,3,5
8017,39,Marié,51111,1,1,2014-06-19,83,22,0,19,6,5,3,2,2,0,3,6
5830,48,Célibataire,86857,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2
4597,50,Conjoint de fait,82072,0,0,2013-07-02,67,889,55,685,168,92,129,1,3,2,13,1
7023,67,Célibataire,46231,2,1,2012-11-26,87,189,2,55,0,5,12,4,6,1,4,9
8086,61,Marié,42243,1,1,2013-12-11,34,48,0,2,0,0,5,2,2,0,3,7
8825,58,Conjoint de fait,51195,1,1,2013-04-01,46,230,14,156,82,24,58,8,9,2,5,8
2930,42,Célibataire,68092,0,0,2013-12-16,7,852,60,207,78,36,48,2,2,6,10,5
1928,47,Marié,31814,1,0,2013-02-09,73,35,3,20,4,1,20,2,2,0,3,9
7108,55,Veuf,51390,1,1,2012-09-08,54,205,20,47,23,2,56,6,5,2,5,5
10925,37,Marié,76630,0,0,2014-01-14,93,255,31,446,40,56,175,1,3,10,11,1
9960,29,Célibataire,26868,1,0,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7
8800,77,Divorcé,48948,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6
9224,48,Célibataire,55260,0,1,2012-12-12,81,825,8,53,11,0,242,2,8,10,5,6
5519,64,Conjoint de fait,64090,0,1,2013-08-07,8,316,58,161,76,51,135,1,6,9,4,5
5046,62,Divorcé,78331,0,1,2014-01-23,97,756,138,354,160,169,61,2,10,6,7,4
7037,46,Marié,37087,1,0,2013-08-11,50,194,55,134,15,0,3,3,4,2,8,6
905,34,Divorcé,21846,1,0,2013-10-22,38,7,17,18,6,10,26,4,4,0,3,8
8624,62,Marié,81320,0,0,2013-02-06,61,183,33,493,59,103,57,1,4,3,10,2
8945,50,Divorcé,54137,0,1,2013-08-16,46,171,0,11,0,1,20,2,4,1,4,6
6445,53,Conjoint de fait,66825,0,0,2013-07-14,73,243,101,405,29,40,40,1,4,5,6,2
2727,47,Conjoint de fait,57100,0,0,2013-12-04,19,181,21,69,39,3,96,1,3,3,6,3
6404,51,Conjoint de fait,58917,1,2,2013-03-24,10,151,7,89,0,7,28,5,4,1,6,5
11074,43,Célibataire,85072,0,0,2014-04-09,94,494,92,391,194,11,241,1,3,4,10,0
10150,59,Célibataire,86429,0,0,2013-11-21,10,464,28,873,29,18,37,0,7,4,7,2
1968,49,Veuf,45684,1,0,2013-12-02,37,5,1,5,10,0,7,1,1,0,2,7
6534,46,Conjoint de fait,47889,1,0,2014-01-04,94,29,0,29,0,5,4,1,2,0,3,5
9485,34,Marié,45921,0,0,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4
7053,54,Célibataire,78420,0,0,2013-06-29,75,604,28,674,91,28,28,1,3,10,8,1
4654,28,Conjoint de fait,75114,0,0,2013-11-07,40,571,12,523,63,60,24,1,3,10,5,2
9760,57,Veuf,52278,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8
1048,48,Marié,35641,1,0,2013-07-14,11,63,3,67,8,9,28,2,3,1,4,7
10619,26,Célibataire,95529,0,0,2012-12-03,29,770,29,890,250,27,24,1,7,3,7,3
9308,66,Marié,62820,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1
10505,60,Conjoint de fait,73113,0,0,2013-12-26,86,741,19,154,50,9,28,1,3,4,7,2
8362,38,Marié,84169,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3
2625,66,Célibataire,42607,0,1,2013-11-17,30,156,29,56,30,32,47,2,3,2,7,3
4637,66,Célibataire,74637,0,0,2013-05-18,73,960,64,464,146,0,16,1,6,9,9,3
9972,65,Conjoint de fait,46015,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7
4483,27,Célibataire,72354,0,0,2013-04-17,67,315,26,473,220,12,182,1,2,10,6,1
4487,51,Célibataire,39858,1,0,2013-01-24,67,15,20,25,2,7,26,1,2,0,4,6
4988,72,Marié,34469,1,1,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4
8931,34,Conjoint de fait,83033,1,0,2014-05-18,82,812,99,431,237,149,33,1,11,4,10,5
5871,41,Conjoint de fait,24401,0,0,2012-08-31,98,73,28,217,10,24,115,3,6,1,6,8
2008,42,Marié,77583,0,0,2014-02-10,93,372,23,384,250,12,108,1,4,5,9,2
3139,38,Célibataire,74116,0,0,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2
10037,27,Célibataire,74293,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2
10673,44,Marié,68397,0,1,2013-11-17,6,760,80,466,17,13,80,1,6,9,5,3
5303,46,Conjoint de fait,79632,0,0,2014-04-08,42,471,0,510,99,21,12,1,6,4,9,2
538,31,Célibataire,46107,1,0,2014-02-10,78,31,9,27,16,9,33,1,1,1,4,3
7922,69,Célibataire,64950,0,1,2012-08-12,29,819,0,72,12,0,63,2,11,2,10,7
5692,31,Marié,25443,1,0,2012-12-22,82,1,4,3,8,9,7,1,1,0,3,8
4843,68,Célibataire,75127,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1
6383,49,Conjoint de fait,32892,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8
1628,49,Conjoint de fait,71796,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4
1204,50,Marié,67536,0,1,2013-05-22,45,1253,0,447,23,71,35,3,11,5,11,8
3673,49,Célibataire,55239,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5
760,45,Divorcé,60554,1,0,2013-08-09,8,588,7,76,110,15,15,2,8,4,9,6
8957,68,Célibataire,64831,1,1,2013-06-10,51,480,86,249,75,86,144,8,6,3,5,6
4128,58,Conjoint de fait,56067,0,1,2013-07-20,51,517,12,54,16,6,120,2,7,4,7,5
6810,37,Divorcé,82025,0,0,2013-05-28,76,267,98,606,48,70,98,1,3,2,6,1
5386,67,Conjoint de fait,94384,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2
8700,34,Célibataire,14906,0,0,2012-12-22,86,7,7,14,7,16,15,3,2,1,3,7
3202,33,Marié,51563,0,0,2012-10-01,60,1166,0,48,0,0,36,1,4,4,10,8
1328,38,Marié,57937,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3
8405,41,Divorcé,68274,1,1,2013-09-30,83,135,25,51,23,25,46,2,4,2,5,3
6515,43,Conjoint de fait,39771,1,0,2013-12-06,92,6,2,18,2,8,14,1,2,0,3,4
2882,45,Divorcé,67893,0,1,2012-10-01,31,711,28,142,49,18,47,2,3,2,9,8
7574,41,Conjoint de fait,27922,1,0,2014-05-10,80,11,0,13,2,4,11,1,2,0,3,4
6387,44,Conjoint de fait,52190,1,1,2014-05-08,39,42,0,17,0,0,18,3,2,1,3,5
5320,47,Divorcé,44051,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6
5048,49,Célibataire,42767,2,0,2013-05-11,53,20,6,43,19,5,38,1,3,1,2,8
8146,44,Conjoint de fait,46106,1,1,2014-05-11,84,30,0,8,2,0,14,1,1,1,2,6
10031,44,Marié,16927,1,1,2013-02-10,50,20,2,23,3,1,4,5,3,0,4,8
5748,55,Marié,59754,0,1,2012-12-01,96,115,27,44,4,146,139,3,5,2,6,5
2134,68,Célibataire,53700,0,1,2012-08-17,94,263,5,233,69,41,83,4,5,5,8,5
1523,47,Marié,59041,1,1,2014-05-07,25,69,2,15,2,2,6,2,2,0,4,5
9665,63,Divorcé,54237,0,1,2013-04-27,48,267,3,30,4,0,57,4,5,2,5,6
4640,53,Divorcé,70647,0,1,2012-09-21,65,561,85,171,25,123,114,2,4,7,13,2
3635,58,Célibataire,52597,0,1,2014-05-07,69,492,0,37,7,0,42,3,6,3,8,5
3547,51,Conjoint de fait,41021,1,0,2012-12-30,12,14,7,9,6,16,12,2,2,0,3,6
2456,45,Marié,40233,0,1,2013-10-14,84,80,4,46,0,17,2,5,2,1,5,6
5633,40,Marié,50183,1,1,2014-06-25,47,97,12,84,13,10,15,7,3,1,6,5
7801,61,Conjoint de fait,54753,0,1,2013-09-12,87,197,107,227,7,59,131,3,5,2,11,4
10489,47,Marié,92955,0,0,2013-08-19,35,693,21,925,31,24,84,1,6,7,9,2
7011,47,Marié,33471,1,0,2012-10-12,47,43,2,27,0,9,12,3,3,0,4,7
2620,46,Marié,34596,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8
3933,40,Conjoint de fait,44010,1,0,2012-10-13,46,186,36,234,86,72,48,6,10,2,6,9
10981,32,Marié,84219,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1
1734,52,Conjoint de fait,40706,2,1,2013-01-17,37,59,0,11,4,2,5,4,3,0,4,7
10995,32,Marié,15716,1,0,2012-11-12,8,16,5,30,8,7,26,3,3,0,4,8
6357,61,Divorcé,59052,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5
9209,49,Conjoint de fait,80573,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2
10286,58,Marié,83715,0,0,2014-02-03,2,318,8,407,150,35,8,1,2,8,13,0
2611,61,Conjoint de fait,82576,0,0,2012-08-01,66,1206,55,445,168,18,18,1,2,4,12,1
1600,55,Marié,56962,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7
3308,68,Marié,35704,1,1,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4
5407,66,Conjoint de fait,53103,0,1,2013-09-12,70,729,17,133,11,0,195,5,10,6,7,7
2166,60,Veuf,46779,1,1,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4
3955,55,Divorcé,4861,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14
6634,41,Divorcé,33462,1,0,2013-08-07,78,22,3,18,0,0,11,1,2,0,3,7
3056,42,Divorcé,63693,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6
5718,70,Marié,80763,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3
6872,46,Marié,65352,0,1,2013-08-21,43,284,3,84,4,7,23,2,4,2,8,4
8164,42,Marié,82170,0,0,2013-11-25,13,1023,93,651,49,55,37,1,5,6,7,2
4580,51,Marié,75759,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5
9305,44,Célibataire,79689,0,0,2013-05-12,65,311,26,640,180,37,121,1,4,9,13,2
453,64,Veuf,35340,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5
8545,66,Divorcé,85683,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1
9850,48,Marié,24884,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7
7378,39,Conjoint de fait,42021,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9
7646,31,Célibataire,64449,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4
1640,66,Divorcé,64587,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3
5184,25,Célibataire,34824,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6
8492,42,Conjoint de fait,75437,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6
11188,63,Conjoint de fait,26091,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5
1212,47,Marié,52845,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6
9097,64,Divorcé,46086,0,1,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4
10473,64,Veuf,78028,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7
7962,33,Célibataire,95169,0,0,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1
9984,39,Marié,56337,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8
5527,33,Conjoint de fait,22434,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8
6374,66,Marié,36930,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8
7453,66,Célibataire,36130,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4
8952,67,Marié,65569,0,1,2012-11-05,96,397,46,288,20,38,70,2,6,5,10,3
241,68,Conjoint de fait,83844,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1
8975,52,Marié,19514,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8
6119,57,Célibataire,36736,1,1,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6
5236,41,Conjoint de fait,77568,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5
5723,44,Conjoint de fait,49187,0,1,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2
1710,42,Célibataire,30168,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9
1970,52,Conjoint de fait,34053,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8
5313,49,Marié,38196,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5
10634,69,Marié,59412,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3
7010,55,Marié,70924,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3
8562,51,Conjoint de fait,54165,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2
3158,47,Marié,32300,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8
4436,44,Célibataire,20180,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7
5287,47,Marié,34961,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7
2445,46,Conjoint de fait,28440,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8
6059,67,Conjoint de fait,64504,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7
4550,54,Conjoint de fait,33564,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5
4240,42,Marié,17345,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8
8911,53,Marié,56320,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4
3706,42,Célibataire,28647,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7
3628,33,Célibataire,15038,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9
10175,62,Divorcé,32173,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4
8985,56,Conjoint de fait,68316,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6
5204,49,Conjoint de fait,74538,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3
9220,49,Célibataire,91700,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3
9888,51,Conjoint de fait,68695,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2
5263,43,Marié,31056,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8
1020,47,Marié,79593,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2
9503,40,Célibataire,28071,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8
10613,62,Conjoint de fait,37334,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4
67,48,Célibataire,46423,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7
6019,49,Marié,37126,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6
5863,67,Marié,47703,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5
3717,61,Marié,61180,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3
6730,66,Marié,38998,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8
10749,29,Célibataire,8028,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19
4998,58,Conjoint de fait,76081,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2
6287,34,Conjoint de fait,34728,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6
5985,55,Célibataire,33168,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7
4754,54,Marié,33585,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4
4002,60,Marié,77037,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3
8870,36,Conjoint de fait,35196,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8
966,54,Marié,44529,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5
4767,55,Marié,70924,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3
9725,54,Conjoint de fait,28764,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8
4475,71,Marié,69098,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5
5740,50,Divorcé,25959,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6
5731,37,Marié,27100,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7
7290,35,Célibataire,70596,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2
3846,46,Marié,42557,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8
8104,69,Marié,53312,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7
4507,68,Célibataire,72228,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3
11013,33,Conjoint de fait,67605,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1
4491,71,Marié,62845,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8
3759,62,Conjoint de fait,65196,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5
1162,33,Célibataire,42000,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5
2055,47,Divorcé,35860,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5
10766,56,Marié,65526,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2
4415,59,Marié,16860,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7
3005,28,Célibataire,83528,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1
2223,55,Divorcé,64176,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6
4817,64,Divorcé,22304,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8
2875,42,Marié,67023,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2
10536,49,Conjoint de fait,32892,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8
11112,54,Conjoint de fait,70713,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3
3807,65,Conjoint de fait,59925,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6
9197,67,Marié,39722,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5
10832,62,Conjoint de fait,46610,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6
6421,59,Conjoint de fait,88347,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1
4207,39,Marié,87171,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2
577,44,Conjoint de fait,26907,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7
10855,52,Célibataire,50014,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5
3081,42,Marié,41014,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7
3535,55,Célibataire,66294,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2
247,49,Marié,36715,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9
8707,64,Marié,79456,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3
9523,38,Conjoint de fait,40479,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4
6072,50,Célibataire,75345,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3
6295,43,Marié,54233,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8
10914,50,Célibataire,24163,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4
1509,62,Conjoint de fait,84460,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5
5577,37,Conjoint de fait,43776,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6
7348,62,Célibataire,71691,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2
1127,47,Marié,85844,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2
1833,46,Célibataire,39190,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5
4944,61,Conjoint de fait,71367,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2
9080,48,Célibataire,38578,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8
6466,55,Marié,57236,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3
9964,41,Célibataire,61825,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4
4790,62,Divorcé,79803,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1
10245,34,Célibataire,80910,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1
1109,38,Conjoint de fait,27590,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7
6001,41,Marié,56775,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5
5538,45,Divorcé,83829,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1
10552,41,Marié,54210,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5
1545,34,Marié,38508,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8
7409,50,Conjoint de fait,53187,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5
4444,48,Marié,30023,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8
146,60,Célibataire,76045,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2
6271,68,Marié,50870,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5
10065,50,Marié,15315,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5
4741,46,Marié,65463,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5
246,55,Marié,66480,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4
375,66,Divorcé,76773,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1
1524,37,Célibataire,81698,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5
10022,47,Célibataire,54466,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5
7451,60,Célibataire,98777,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1
11010,36,Célibataire,16269,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8
4356,49,Conjoint de fait,71819,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6
3885,37,Marié,33569,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8
1175,37,Marié,36262,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6
880,54,Conjoint de fait,22634,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8
2320,42,Marié,47025,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9
850,52,Célibataire,70566,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3
4713,41,Marié,31605,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7
675,47,Divorcé,52034,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7
5025,41,Célibataire,48526,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3
2308,66,Marié,46734,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7
5995,58,Divorcé,39552,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8
